nombre_entidad,nit_entidad,sector
CENTRO DE RECEPCION DE MENORES,8908042569,Servicio Público
CENTRO DE SALUD BELEN EMPRESA SOCIAL DEL ESTADO,814001677,Salud y Protección Social
CENTRO DE SALUD CON CAMAS DE CANTAGALLO L,829001887,Salud y Protección Social
CENTRO DE SALUD CONSACA ESE,814006732,Salud y Protección Social
CENTRO DE SALUD DE FOSCA ESE,832007272,Industria
CENTRO DE SALUD SAN BARTOLOME DE CORDBA ESE,814006908,Salud y Protección Social
CENTRO DE SALUD SAN JUAN BOSCO ESE,900140292,Salud y Protección Social
CENTRO DE SALUD SAN MIGUEL ARCANGEL ESE,900126676,Salud y Protección Social
CENTRO DE SALUD SANTA BARBARA ISCUANDE ESE,900109862,Salud y Protección Social
CENTRO DE SALUD SAUL QUIÑONES ESE,900113729,Salud y Protección Social
CENTRO DE SALUD TABLON DE GOMEZ,900154361,Salud y Protección Social
CENTRO DE VIDA CASA DE BIENESTAR DEL ANCIANO MUNICIPIO MOTAVITA,820002922,Salud y Protección Social
CENTRO EDUCATIVO ASOCIADOS RURALES CEAR PANAMA,901117984,Educación Nacional
CENTRO EDUCATIVO EL PORVENIR,900023436,Educación Nacional
CENTRO EDUCATIVO INDIGENA LOMA DE PIEDRA,900307382,Educación Nacional
CENTRO EDUCATIVO INDIGENA SABANAS DE LA NEGRA,823001571,Educación Nacional
CENTRO EDUCATIVO INDIGENA SAN JOSE DE HUERTA CHICAS,823001662,Educación Nacional
CENTRO EDUCATIVO MUNICIPAL LOS ANGELES,814002393,Educación Nacional
CENTRO EDUCATIVO MUNICIPAL SANTA TERESITA,814001370,Educación Nacional
CENTRO EDUCATIVO RURAL LA LINDA,901377330,Educación Nacional
CENTRO EDUCATIVO RURAL PALOBLANCO,811028891,Educación Nacional
CENTRO EDUCATIVO SANTA TERESA,844004959,Educación Nacional
CENTRO ETNOEDUCATIVO LA LAGUNA,900038925,Educación Nacional
CENTRO ETNOEDUCATIVO No14 KAMUCHASAIN,900465565,Educación Nacional
CENTRO HOSPITAL NUESTRO SEÑOR DE LA DIVINA MISERICORDIA PUERRES ESE,814003370,Salud y Protección Social
CENTRO HOSPITAL SAN JUAN BAUTISTA ESE,900127211,Salud y Protección Social
CENTRO PROVINCIAL DE GESTION MINERO AGROEMPRESARIAL DEL ALTO NORDESTE ANTIOQUEÑO,900060997,No aplica/No pertenece
CENTRO TECNOLÓGICO DE CÚCUTA,807009100,Educación Nacional
CER JOSE IGNACIO BOTERO PALACIO,8110204483,Educación Nacional
CGA,811000372,Servicio Público
CGDNS,890501431,Servicio Público
CLÍNICA GIRÓN ESE,890203242,Salud y Protección Social
COLEGIO ACACIA II IED,830037627,Educación Nacional
COLEGIO ANDRES BELLO,800188261,Educación Nacional
COLEGIO ATABANZHA IED,830062800,Educación Nacional
COLEGIO CEDID CIUDAD BOLIVAR INSTITUCION EDUCATIVA DISTRITAL,830000758,Educación Nacional
COLEGIO CENTRO DE COMERCIO,804016809,Educación Nacional
COLEGIO CUNDINAMARCA IED,900199823,Educación Nacional
COLEGIO DE CULTURA POPULAR IED,830019146,Educación Nacional
COLEGIO DISTRITAL COSTA CARIBE,802007212,Educación Nacional
COLEGIO DISTRITAL OLAYA,802004115,Educación Nacional
COLEGIO EL RODEO IED,8301081148,Educación Nacional
COLEGIO FERNANDO GONZALEZ OCHOA IED,900187743,Educación Nacional
COLEGIO FERNANDO SOTO APARICIO IED,860532538,Educación Nacional
COLEGIO FILARMONICO JORGE MARIO BERGOGLIO IED,901147972,Educación Nacional
COLEGIO FRANCISCO DE PAULA SANTANDER IED,800252786,Educación Nacional
COLEGIO GABRIEL BETANCOURT MEJIA IED,900143276,Educación Nacional
COLEGIO GENERAL SANTANDER INSTITUCION EDUCATIVA DISTRITAL LOC 10,830055451,Educación Nacional
COLEGIO INTEGRADO LAS MERCEDES,890204999,Educación Nacional
COLEGIO JAIME GARZON,900068461,Educación Nacional
COLEGIO JORGE GAITAN CORTES INSTITUCION EDUCATIVA DISTRITAL,830021612,Educación Nacional
COLEGIO JOSE ANTONIO GALAN,829000548,Educación Nacional
COLEGIO JOSE MANUEL RESTREPO IED,860532342,Educación Nacional
COLEGIO LA CAMPIÑA YOPAL,844001550,Educación Nacional
COLEGIO LUIS CARLOS GALAN SARMIENTO IED,800129449,Educación Nacional
COLEGIO LUIS VARGAS TEJADA IED,830107730,Educación Nacional
COLEGIO PORTAL CAMPESTRE NORTE DEL  MUNICIPIO DE GIRÓN,901236129,No aplica/No pertenece
COLEGIO REPUBLICA FEDERAL DE ALEMANIA IED,830034182,Educación Nacional
COLEGIO ROBERTO GARCIA PEÑA,800228813,Educación Nacional
COLEGIO RODRIGO LARA BONILLA IED,860532248,Educación Nacional
COLEGIO SAN AGUSTÍN IED,830047955,Educación Nacional
COLEGIO SAN JOSE NORTE INSTITUCION EDUCATIVA DISTRITAL,830036082,Educación Nacional
COLEGIO SAN JUAN DE GIRON,890208262,Educación Nacional
COLEGIO SANTA BARBARA IED,830020606,Educación Nacional
COLEGIO SANTA MARTHA INSTITUCION EDUCATIVA DISTRITAL,8300350231,Educación Nacional
COLEGIO TECNICO DOMINGO FAUSTINO  SARMIENTO INSTITUCION EDUCATIVA DISTRITAL,860532555,Educación Nacional
COLEGIO TECNICO EMPRESARIAL JOSE MARIA ESTEVEZ,8040050357,Educación Nacional
COLEGIO TECNICO JAIME PARDO LEAL,830086996,Educación Nacional
COLEGIO TECNICO NUESTRA SEÑORA DE LA PRESENTACION,890208068,Educación Nacional
COLEGIO USMINIA IED,830074780,Educación Nacional
COLEGIO VILLA ELISA IED,830033089,Educación Nacional
COLEGIO VILLAMAR IED,830085801,Educación Nacional
COMERCIALIZADORA MERCABASTOS,824002182,Industria
COMPRADOR  EMPRESA CARTAGUEÑA DE DESARROLLO  EMCADE,800083548,"Vivienda, Ciudad y Territorio"
COMPRADOR ESE CARMEN EMILIA OSPINA PERFIL,8130052657,No aplica/No pertenece
CONCEJO  DE GIRARDOTA,8909808071,Servicio Público
CONCEJO  SAN LUIS,890984376,Servicio Público
CONCEJO CALARCA,890000441,Servicio Público
CONCEJO DE EL ESPINAL,809000477,Presidencia de la República
CONCEJO DE ENVIGADO,8909071065,Servicio Público
CONCEJO DE FLORIDABLANCA,804011758,No aplica/No pertenece
CONCEJO DE JERICÓ ANTIOQUIA,890981069,No aplica/No pertenece
CONCEJO DE MANIZALES,810005966,Servicio Público
CONCEJO DISTRITAL DE BARRANQUILLA,802003327,Servicio Público
CONCEJO DISTRITAL DE CARTAGENA DE INDIAS,806000199,No aplica/No pertenece
CONCEJO DISTRITAL DE RIOHACHA,825000008,Ley de Justicia
CONCEJO DISTRITAL DE SANTA MARTA,819001834,No aplica/No pertenece
CONCEJO DISTRITAL DE SANTIAGO DE CALI,890399011,No aplica/No pertenece
CONCEJO MUNICIPAL ANDALUCIA,891900443,No aplica/No pertenece
CONCEJO MUNICIPAL CARTAGO,900215967,Servicio Público
CONCEJO MUNICIPAL CHIA,900233350,No aplica/No pertenece
CONCEJO MUNICIPAL COTA,9002803468,Servicio Público
CONCEJO MUNICIPAL DE ACACIAS,822000242,Servicio Público
CONCEJO MUNICIPAL DE ANOLAIMA,899999426,No aplica/No pertenece
CONCEJO MUNICIPAL DE APARTADO,890980095,Servicio Público
CONCEJO MUNICIPAL DE AQUITANIA,900929063,Servicio Público
CONCEJO MUNICIPAL DE ARMENIA,801002207,Servicio Público
CONCEJO MUNICIPAL DE BARBOSA,890980445,No aplica/No pertenece
CONCEJO MUNICIPAL DE BUCARAMANGA,804003778,Ley de Justicia
CONCEJO MUNICIPAL DE CAJICÁ,899999465,No aplica/No pertenece
CONCEJO MUNICIPAL DE CALDAS,890980447,No aplica/No pertenece
CONCEJO MUNICIPAL DE CANDELARIA,900318343,No aplica/No pertenece
CONCEJO MUNICIPAL DE CAREPA,8909853168,No aplica/No pertenece
CONCEJO MUNICIPAL DE CHIGORODO,890980998,Servicio Público
CONCEJO MUNICIPAL DE CIRCASIA,890001044,No aplica/No pertenece
CONCEJO MUNICIPAL DE CONVENCION,900107647,Servicio Público
CONCEJO MUNICIPAL DE COROZAL SUCRE,823000240,Servicio Público
CONCEJO MUNICIPAL DE CUMARAL,822001020,Servicio Público
CONCEJO MUNICIPAL DE CUNDAY,809007150,No aplica/No pertenece
CONCEJO MUNICIPAL DE DOSQUEBRADAS,800099310,No aplica/No pertenece
CONCEJO MUNICIPAL DE DUITAMA,900922388,No aplica/No pertenece
CONCEJO MUNICIPAL DE EL CARMEN DE VIBORAL,890982616,No aplica/No pertenece
CONCEJO MUNICIPAL DE EL TAMBO NARIÑO,814001611,Servicio Público
CONCEJO MUNICIPAL DE ENTRERRÍOS,890982068,No aplica/No pertenece
CONCEJO MUNICIPAL DE FACATATIVA,899999328,No aplica/No pertenece
CONCEJO MUNICIPAL DE FLANDES,809004828,Servicio Público
CONCEJO MUNICIPAL DE FLORENCIA,828000825,No aplica/No pertenece
CONCEJO MUNICIPAL DE FUNZA,832001640,Servicio Público
CONCEJO MUNICIPAL DE FUSAGASUGA,901184118,Servicio Público
CONCEJO MUNICIPAL DE GIRARDOT,808002619,No aplica/No pertenece
CONCEJO MUNICIPAL DE GUADALAJARA DE BUGA,815003377,Servicio Público
CONCEJO MUNICIPAL DE GUARNE,890982055,No aplica/No pertenece
CONCEJO MUNICIPAL DE IBAGUE,890706839,Servicio Público
CONCEJO MUNICIPAL DE ISNOS HUILA,800097098,No aplica/No pertenece
CONCEJO MUNICIPAL DE ITAGUI,890980093,Servicio Público
CONCEJO MUNICIPAL DE JAMUNDI,8903990460,Servicio Público
CONCEJO MUNICIPAL DE JARDIN ANTIOQUIA,8909822940,Servicio Público
CONCEJO MUNICIPAL DE LA ESTRELLA,890980782,Servicio Público
CONCEJO MUNICIPAL DE LA TEBAIDA QUINDÍO,890000564,Servicio Público
CONCEJO MUNICIPAL DE LA VIRGINIA RISARALDA,891480027,No aplica/No pertenece
CONCEJO MUNICIPAL DE MADRID,8320035493,No aplica/No pertenece
CONCEJO MUNICIPAL DE MEDELLIN,890905211,No aplica/No pertenece
CONCEJO MUNICIPAL DE MELGAR,809002517,No aplica/No pertenece
CONCEJO MUNICIPAL DE MIRAFLORES,820004411,No aplica/No pertenece
CONCEJO MUNICIPAL DE MIRANDA,890204890,No aplica/No pertenece
CONCEJO MUNICIPAL DE MONTENEGRO  QUINDIO,890000858,No aplica/No pertenece
CONCEJO MUNICIPAL DE MONTERIA,812000227,Servicio Público
CONCEJO MUNICIPAL DE MOSQUERA,832001087,Servicio Público
CONCEJO MUNICIPAL DE NEIVA,891180009,No aplica/No pertenece
CONCEJO MUNICIPAL DE PAIPA,891801240,No aplica/No pertenece
CONCEJO MUNICIPAL DE PALMIRA,891380007,Servicio Público
CONCEJO MUNICIPAL DE PASTO,814002022,Servicio Público
CONCEJO MUNICIPAL DE PATIA CAUCA,8915021948,Servicio Público
CONCEJO MUNICIPAL DE PEREIRA,816002478,Servicio Público
CONCEJO MUNICIPAL DE PIEDECUESTA,804007288,No aplica/No pertenece
CONCEJO MUNICIPAL DE POPAYAN,817005028,Servicio Público
CONCEJO MUNICIPAL DE PUEBLO VIEJO2,819004615,Servicio Público
CONCEJO MUNICIPAL DE PUERTO BOYACA,820000370,No aplica/No pertenece
CONCEJO MUNICIPAL DE PUERTO COLOMBIA,802004049,Servicio Público
CONCEJO MUNICIPAL DE QUIMBAYA QUINDIO,8900006134,Servicio Público
CONCEJO MUNICIPAL DE RAMIRIQUI,9001328189,Servicio Público
CONCEJO MUNICIPAL DE RESTREPO META,822001754,Servicio Público
CONCEJO MUNICIPAL DE RIO VIEJO,900235855,Servicio Público
CONCEJO MUNICIPAL DE SABANETA,890980331,Servicio Público
CONCEJO MUNICIPAL DE SAN GIL,804004425,Servicio Público
CONCEJO MUNICIPAL DE SAN JOSE DE CÚCUTA,890505717,Servicio Público
CONCEJO MUNICIPAL DE SANTA FE DE ANTIOQUIA,890907569,No aplica/No pertenece
CONCEJO MUNICIPAL DE SANTA ROSA DE CABAL,8914800334,Servicio Público
CONCEJO MUNICIPAL DE SEGOVIA,8909813912,Servicio Público
CONCEJO MUNICIPAL DE SIBATE CUNDINAMARCA,8999993724,No aplica/No pertenece
CONCEJO MUNICIPAL DE SINCELEJO,823000135,No aplica/No pertenece
CONCEJO MUNICIPAL DE SOGAMOSO,826000252,Servicio Público
CONCEJO MUNICIPAL DE SOLEDAD,802001782,Servicio Público
CONCEJO MUNICIPAL DE SOPO,832003491,Servicio Público
CONCEJO MUNICIPAL DE SUAITA,890204985,No aplica/No pertenece
CONCEJO MUNICIPAL DE TIBASOSA,826001232,No aplica/No pertenece
CONCEJO MUNICIPAL DE TUNJA,820000349,Servicio Público
CONCEJO MUNICIPAL DE VALLEDUPAR,892300780,No aplica/No pertenece
CONCEJO MUNICIPAL DE VILLA DEL ROSARIO,890503373,No aplica/No pertenece
CONCEJO MUNICIPAL DE VILLAVICENCIO,800104048,Servicio Público
CONCEJO MUNICIPAL DE VITERBO,800090833,No aplica/No pertenece
CONCEJO MUNICIPAL DE YACUANQUER,814002119,No aplica/No pertenece
CONCEJO MUNICIPAL DE YUMBO,805009462,No aplica/No pertenece
CONCEJO MUNICIPAL DE ZIPAQUIRA,899999318,No aplica/No pertenece
CONCEJO MUNICIPAL EL PEÑOL,890980917,No aplica/No pertenece
CONCEJO MUNICIPAL GRANADA,890983728,No aplica/No pertenece
CONCEJO MUNICIPAL MONIQUIRA,800099662,No aplica/No pertenece
CONCEJO MUNICIPAL OICATA,800026156,No aplica/No pertenece
CONCEJO MUNICIPAL PACORA,890801136,No aplica/No pertenece
CONCEJO MUNICIPAL PUERTO ASIS,846000610,No aplica/No pertenece
CONCEJO MUNICIPAL RIONEGRO ANTIOQUIA,8909073172,Servicio Público
CONCEJO MUNICIPAL SAN PEDRO DE LOS MILAGROS,890983922,Servicio Público
CONCEJO MUNICIPAL SANTA ROSA DE OSOS,890981554,No aplica/No pertenece
CONCEJO MUNICIPAL TABIO,899999443,Servicio Público
CONCEJO MUNICIPIO DE CAUCASIA ANTIOQUIA,890906445,Ley de Justicia
CONCEJO MUNICIPIO DE GUADUAS,899999701,Servicio Público
CONCEJO MUNICIPIO DE LOS PATIOS,900026303,No aplica/No pertenece
CONCEJO MUNICIPIO DE TOCANCIPÁ,900753674,No aplica/No pertenece
CONCEJO MUNICIPIO DE TULUA,821001840,No aplica/No pertenece
CONCEJO MUNICIPIO LA CEJA DEL TAMBO,890981207,No aplica/No pertenece
CONCEJOBARRANCA,829001276,No aplica/No pertenece
CONSERVATORIO DE IBAGUE INSTITUCION EDUCATIVA TECNICA MUSICAL AMINA MELENDRO DE PULECIO,809009518,Educación Nacional
CONSERVATORIO DEL TOLIMA,890700906,Educación Nacional
CONSTRUCCIONES INFRAESTRUCTURA E INVERSIONES CII ESTATAL,816005958,No aplica/No pertenece
CONTRALORIA  GENERAL DEL QUINDIO,890003017,No aplica/No pertenece
CONTRALORIA CALI,800217831,No aplica/No pertenece
CONTRALORIA DE BOGOTA,800245133,No aplica/No pertenece
CONTRALORIA DE CUNDINAMARCA,899999117,Servicio Público
CONTRALORIA DEPARTAMENTAL  DE NARIÑO,800157830,No aplica/No pertenece
CONTRALORIA DEPARTAMENTAL DE BOLIVAR,890480306,No aplica/No pertenece
CONTRALORIA DEPARTAMENTAL DE CASANARE,800183912,No aplica/No pertenece
CONTRALORIA DEPARTAMENTAL DE SANANDRES,800188052,Ley de Justicia
CONTRALORIA DEPARTAMENTAL DEL ATLANTICO,8901030374,Servicio Público
CONTRALORIA DEPARTAMENTAL DEL CAQUETA1,891190246,Servicio Público
CONTRALORIA DEPARTAMENTAL DEL GUAVIARE,832000115,No aplica/No pertenece
CONTRALORIA DEPARTAMENTAL DEL HUILA,800169790,Servicio Público
CONTRALORIA DEPARTAMENTAL DEL META,892099119,Servicio Público
CONTRALORIA DEPARTAMENTAL DEL TOLIMA,890706847,Servicio Público
CONTRALORIA DEPARTAMENTAL DEL VALLE DEL CAUCA,800090735,No aplica/No pertenece
CONTRALORIA DEPARTAMENTAL DEL VICHADA,832000034,Servicio Público
CONTRALORIA DISTRITAL DE BARRANQUILLA,800022773,No aplica/No pertenece
CONTRALORIA DISTRITAL DE BUENAVENTURA,8000933725,No aplica/No pertenece
CONTRALORIA DISTRITAL DE CARTAGENA DE INDIAS,800194000,No aplica/No pertenece
CONTRALORIA DISTRITAL DE SANTA MARTA,891702569,Servicio Público
CONTRALORIA GENERAL DE BOYACA,891800721,No aplica/No pertenece
CONTRALORIA GENERAL DE CALDAS,800077897,Servicio Público
CONTRALORIA GENERAL DE SANTANDER,890201705,No aplica/No pertenece
CONTRALORIA GENERAL DEL DEPARTAMENTO DE CORDOBA,800193833,No aplica/No pertenece
CONTRALORIA GENERAL DEL DEPARTAMENTO DE RISARALDA,891411091,Servicio Público
CONTRALORIA GENERAL DEL DEPARTAMENTO DE SUCRE,892280017,Servicio Público
CONTRALORIA GENERAL DEL DEPARTAMENTO DEL CESAR,892300534,Servicio Público
CONTRALORIA GENERAL DEL DEPARTAMENTO DEL CHOCO,818000365,No aplica/No pertenece
CONTRALORIA GENERAL DEL DEPARTAMENTO DEL MAGDALENA,891780092,No aplica/No pertenece
CONTRALORIA GENERAL DEL DEPARTAMENTO DEL PUTUMAYO,800193022,Servicio Público
CONTRALORIA GENERAL DEL MUNICIPIO DE MANIZALES,800101441,No aplica/No pertenece
CONTRALORIA MUNICIPAL DE ARMENIA QUINDIO,800215818,No aplica/No pertenece
CONTRALORIA MUNICIPAL DE BARRANCABERMEJA,8290007456,Servicio Público
CONTRALORIA MUNICIPAL DE BELLO,811040805,No aplica/No pertenece
CONTRALORIA MUNICIPAL DE BUCARAMANGA,890211142,No aplica/No pertenece
CONTRALORIA MUNICIPAL DE CUCUTA,800056348,No aplica/No pertenece
CONTRALORIA MUNICIPAL DE DOSQUEBRADAS,800150130,Servicio Público
CONTRALORIA MUNICIPAL DE ENVIGADO,811031484,Servicio Público
CONTRALORIA MUNICIPAL DE FLORIDABLANCA,800005042,No aplica/No pertenece
CONTRALORIA MUNICIPAL DE GIRON,901100944,Servicio Público
CONTRALORIA MUNICIPAL DE IBAGUE,890706867,No aplica/No pertenece
CONTRALORIA MUNICIPAL DE NEIVA,800095147,No aplica/No pertenece
CONTRALORIA MUNICIPAL DE PALMIRA,800183276,Servicio Público
CONTRALORIA MUNICIPAL DE POPAYAN,817005038,No aplica/No pertenece
CONTRALORIA MUNICIPAL DE RIONEGRO,901449306,No aplica/No pertenece
CONTRALORIA MUNICIPAL DE SINCELEJO,901052783,Servicio Público
CONTRALORIA MUNICIPAL DE TUNJA,800107701,Servicio Público
CONTRALORIA MUNICIPAL DE VILLAVICENCIO,892003636,Servicio Público
CONTRALORIA MUNICIPAL DE YUMBO,800190982,Servicio Público
CONTRALORIA MUNICIPAL DEL MUNICIPIO DE SAN JERONIMO DE MONTERIA,800193244,No aplica/No pertenece
CONTRALORIA MUNICIPAL ITAGUI,811036609,Servicio Público
CONTRALORÍA DEPARTAMENTAL DE ARAUCA,800212625,Servicio Público
CONTRALORÍA DISTRITAL  DE MEDELLÍN,811026988,No aplica/No pertenece
CONTRALORÍA GENERAL DEL CAUCA,891500403,No aplica/No pertenece
CONTRALORÍA MUNICIPAL DE PASTO,800156682,Servicio Público
CONTRALORÍA MUNICIPAL DE TULUÁ,900623073,No aplica/No pertenece
CORPORACION ASAMBLEA DEPARTAMENTAL DE CALDAS,810002778,No aplica/No pertenece
CORPORACION AUTONOMA REGIONAL DE SUCRE,823000050,Ambiente y Desarrollo Sostenible
CORPORACION CENTRO PROVINCIAL DE GESTION AGROEMPRESARIAL DEL NOROCCIDENTE DEL HUILA,900028594,agricultura
CORPORACION CULTURA MUNICIPAL DE VILLAVICENCIO CORCUMVI,822001245,Cultura
CORPORACION DE CULTURA Y TURISMO DE ARMENIA,890000957,Cultura
CORPORACION DE DESARROLLO DE CHIQUINQUIRA,891801026,No aplica/No pertenece
CORPORACION MUSEO HISTORICO DE CARTAGENA DE INDIAS,900409652,Cultura
CORPORACION PARA EL DESARROLLO SOSTENIBLE DEL URABA,890907748,Ambiente y Desarrollo Sostenible
CORPORACION PRODESARROLLO Y SEGURIDAD DEL MUNICIPIO DE GIRARDOT,800055259,Ambiente y Desarrollo Sostenible
CORPORACIÓN GILBERTO ECHEVERRI MEJÍA,900679194,Educación Nacional
CORPORACIÓN HOSPITAL SAN JUAN DE DIOS  UNIREMINGTON SAN ROSA DE OSOS,901249947,Salud y Protección Social
CORPORACIÓN SOCIAL DE CUNDINAMARCA,899999421,Servicio Público
CORPORACIÓN TURISMO CARTAGENA DE INDIAS,806010043,Industria
CUERPO DE BOMBEROS OFICIAL DE MONTERIA,800211751,Ambiente y Desarrollo Sostenible
CUERPO OFICIAL DE BOMBEROS DEL MUNICIPIO DE DOSQUEBRADAS,816002062,No aplica/No pertenece
CUNDEPORTES FUNZA,8320008297,deportes
CUNDEPORTES RICAURTE,808000021,No aplica/No pertenece
CUNDINAMARCAALCALDIA MUNICIPIO MOSQUERA,899999342,No aplica/No pertenece
Colegio Instituto Técnico Industrial Piloto,800029838,Educación Nacional
Concejo De Chinchiná,810005119,Servicio Público
Concejo Municipal El Retiro,8909836740,No aplica/No pertenece
Concejo Municipal de Altamira,8911801184,Servicio Público
Concejo Municipal de Bello,890980112,Servicio Público
Concejo Municipal de Chiquinquirá,891800475,Servicio Público
Concejo Municipal de Girón,804002725,No aplica/No pertenece
Concejo Municipal de Marinilla,8909837161,No aplica/No pertenece
Concejo Municipal de Soacha,8320033078,No aplica/No pertenece
Concejo Municipal de Turbaco,806007376,No aplica/No pertenece
Concejo Municipal de Villapinzon,899999445,No aplica/No pertenece
Concejo municipal de Nariño  Nariño,814004462,No aplica/No pertenece
Contraloria General del Departamento de La Guajira,892115012,Ley de Justicia
Contraloría Municipal de Pereira,800182573,No aplica/No pertenece
Contraloría Municipal de Soacha,832000669,Servicio Público
CÁRCEL Y PENITENCIARIA DE MEDIA SEGURIDAD DE TUNJA,820003774,defensa
DEPARTAMENTO ADMINISTRATIVO DE LA DEFENSORIA DEL ESPACIO PUBLICO,899999061,Servicio Público
DEPARTAMENTO ADMINISTRATIVO DE TRANSITO Y TRANSPORTE DE VILLA DEL ROSARIO DATRANS,900004811,No aplica/No pertenece
DEPARTAMENTO ADMINISTRATIVO DEL SERVICIO CIVIL DISTRITAL,8999990619,Servicio Público
DEPARTAMENTO DE ANTIOQUIA,890900286,Servicio Público
DEPARTAMENTO DE CORDOBA,800103935,Servicio Público
DEPARTAMENTO DE CUNDINAMARCA  SECRETARIA DE EDUCACION,899999114,Educación Nacional
DEPARTAMENTO DE CUNDINAMARCA  SECRETARÍA DE COMPETITIVIDAD Y DESARROLLO ECONÓMICO,899999114,Industria
DEPARTAMENTO DE CUNDINAMARCA SECRETARIA DE AGRICULTURA Y DESARROLLO RURAL,899999114,agricultura
DEPARTAMENTO DE CUNDINAMARCA SECRETARIA DE GOBIERNO,899999114,No aplica/No pertenece
DEPARTAMENTO DE CUNDINAMARCA SECRETARIA DE SALUD,899999114,Salud y Protección Social
DEPARTAMENTO DE CUNDINAMARCASECRETARIA DE CIENCIATECNOLOGÍA E INNOVACIÓN,899999114,Ciencia Tecnología
DEPARTAMENTO DE CUNDINAMARCASECRETARIA DE HABITAT Y VIVIENDA,899999114,"Vivienda, Ciudad y Territorio"
DEPARTAMENTO DE CUNDINAMARCASECRETARIA DE HACIENDA,899999114,Hacienda y Crédito Público
DEPARTAMENTO DE CUNDINAMARCASECRETARIA DE INTEGRACION REGIONAL,899999114,No aplica/No pertenece
DEPARTAMENTO DE CUNDINAMARCASECRETARIA DE PLANEACION,899999114,Planeación
DEPARTAMENTO DE CUNDINAMARCASECRETARIA DE TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES,899999114,Tecnologías de la Información y las Comunicaciones
DEPARTAMENTO DE CUNDINAMARCASECRETARIA DEL AMBIENTE,899999114,Ambiente y Desarrollo Sostenible
DEPARTAMENTO DE CUNDINAMARCASECRETARIA GENERAL,899999114,No aplica/No pertenece
DEPARTAMENTO DE CUNDINAMARCASECRETARIA JURIDICA,899999114,Ley de Justicia
DEPARTAMENTO DE CUNDINAMARCASECRETARÍA DE ASUNTOS INTERNACIONALES,899999114,Relaciones Exteriores
DEPARTAMENTO DE CUNDINAMARCASECRETARÍA DE LA FUNCIÓN PÚBLICA,899999114,Servicio Público
DEPARTAMENTO DE CUNDINAMARCASECRETARÍA DE MINAS ENERGÍA Y GAS,899999114,Minas y Energía
DEPARTAMENTO DE CUNDINAMARCAUNIDAD ADMINISTRATIVA ESPECIAL PARA LA GESTION DEL RIESGO DE DESASTRES DE CUNDINAMARCA,899999114,No aplica/No pertenece
DEPARTAMENTO DE POLICIA GUAJIRA,800140974,defensa
DEPARTAMENTO DE POLICIA PUTUMAYO,800141203,defensa
DEPARTAMENTO DE POLICIA QUINDIO,800140986,defensa
DEPARTAMENTO DE POLICIA SUCRE,800141100,defensa
DEPARTAMENTO DE SANTANDER,890201235,Servicio Público
DEPARTAMENTO DE VICHADA,800094067,No aplica/No pertenece
DEPARTAMENTO DEL ARAUCA,8001028385,Servicio Público
DEPARTAMENTO DEL ATLANTICO,890102006,Servicio Público
DEPARTAMENTO DEL CASANARE,892099216,No aplica/No pertenece
DEPARTAMENTO DEL META,8920001488,Servicio Público
DEPARTAMENTO DEL VALLE DEL CAUCA  OFICINA PARA LA TRANSPARENCIA DE LA GESTIÓN PÚBLICA,890399029,Servicio Público
DEPARTAMENTO DEL VALLE DEL CAUCA  SECRETARIA DE TURISMO,890399029,Industria
DEPARTAMENTO DEL VALLE DEL CAUCA  UNIDAD ADMINISTRATIVA ESPECIAL DE IMPUESTOS RENTAS Y GESTION TRIBUTARIA,890399029,Hacienda y Crédito Público
DEPARTAMENTO DEL VALLE DEL CAUCASECRETARIA DE GESTION DEL RIESGO DE DESASTRES,8903990295,"Vivienda, Ciudad y Territorio"
DIRECCION DE TRANSITO DE BUCARAMANGA,890204109,Transporte
DIRECCION DE TRANSITO Y TRANSPORTE DE FLORIDABLANCA,800115171,Transporte
DIRECCION DISTRITAL DE LIQUIDACIONES,802024911,Servicio Público
DIRECCION REGIONAL ORIENTE  INPEC,804004840,Ley de Justicia
DIRECCION TERRITORIAL DE SUCRE DE MINISTERIO DEL TRABAJO,823003505,Trabajo
DIRECCION TERRITORIAL DEL CESAR MINISTERIO DE TRABAJO1,830115226,Trabajo
DIRECCION TERRITORIAL DEL MINISTERIO DEL TRABAJO DEL VALLE DEL CAUCA,805026609,Trabajo
DIRECCIÓN TERRITORIAL DE SALUD DE CALDAS,800114312,Salud y Protección Social
DISAN AREA DE SANIDAD SAN ANDRES,800141053,defensa
DISTRISEGURIDAD,806013404,No aplica/No pertenece
DISTRITO DE TURBO,890981138,No aplica/No pertenece
DISTRITO ESPECIAL DE CIENCIA TECNOLOGIA E INNOVACION DE MEDELLIN,890905211,Servicio Público
DISTRITO ESPECIAL INDUSTRIAL Y PORTUARIO DE BARRANQUILLA,890102018,Servicio Público
Departamento Administrativo TIC  Alcaldía de Tuluá,891900272,Servicio Público
Departamento Administrativo de Arte y Cultura  Alcaldía de Tuluá,891900272,Servicio Público
Departamento Administrativo de Jurídica,8903990295,Ley de Justicia
Departamento Administrativo de Movilidad y Seguridad Vial  Alcaldía de Tuluá,891900272,Servicio Público
Departamento Administrativo de Planeación  Alcaldía de Tuluá,891900272,Servicio Público
Desarrollo Institucional  Alcaldía de Tuluá,8919002721,Servicio Público
E S E HOSPITAL DE BARANOA,890103002,Salud y Protección Social
